Funding Org: Identifier,Funding Org: Name,Recipient Org:Identifier,Recipient Org: Name,Identifier,Recipient Org: Street Address,Recipient Org: City,Recipient Org: State,Recipient Org: Postal Code,Recipient Org: Country, Amount Awarded ,Currency,Award Date,Fiscal Year,Description,Classifications: Title,Beneficiary Location: Name,Title,Fiscal Sponsor,URL,Grant-related Publications,Last Modified
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000IZuFu,1000 Friends of Wisconsin Land Use Institute,360G-quixote-0064000000DRXLSAA5,16 North Caroll St. Suite 810,Madison,WI,53703,United States," 2,000.00 ",USD,19/09/2001,2001,Project Support - Nolen in the New Century,Environmental Protection,Wisconsin,1000 Friends of Wisconsin Land Use Institute Inc 9/19/2001,,http://www.1kfriends.org/,,12/04/2019 16:36
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000IZuFu,1000 Friends of Wisconsin Land Use Institute,360G-quixote-0064000000DRXbTAAX,16 North Caroll St. Suite 810,Madison,WI,53703,United States," 5,000.00 ",USD,24/05/2002,2002,Public Education Concerning Inclusionary Zone - David Rusk Study,Environmental Protection,Wisconsin,1000 Friends of Wisconsin Land Use Institute Inc 2002 Grant,,http://www.1kfriends.org/,,12/04/2019 16:36
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000iZBLp,Advocates for Youth,360G-quixote-0064000000OCBe7AAH,"2000 M Street NW, Suite 750",Washington,DC,20036,United States," 25,000.00 ",USD,17/09/2012,2012,General Operating Support for Advocates for Youth's ongoing domestic efforts to provide adolescents with the tools they need to make informed decisions about their reproductive health,Reproductive Rights,U.S.,Advocates for Youth 2012 Thank you Grant,,http://www.advocatesforyouth.org,,12/04/2019 16:36
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000001ZZeeV,Alabama Coalition for Immigrant Justice,360G-quixote-0063300000f296TAAQ,117 S Crest Dr. Homewood,Birmingham,AL,35209,United States," 25,000.00 ",USD,17/06/2015,2015,To support the Greater Birmingham Ministries for the Alabama Coalition for Immigrant Justice,Racial Equity,Alabama,Alabama Coalition for Immigrant Justice 2015 Grant,Greater Birmingham Ministries,http://www.acij.net,,12/04/2019 16:36
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000001ZZeeV,Alabama Coalition for Immigrant Justice,360G-quixote-0063300000htUl9AAE,117 S Crest Dr. Homewood,Birmingham,AL,35209,United States," 25,000.00 ",USD,26/01/2016,2016,To support the Greater Birmingham Ministries for the Alabama Coalition for Immigrant Justice,Racial Equity,Alabama,Alabama Coalition for Immigrant Justice 2016 Grant,Greater Birmingham Ministries,http://www.acij.net,,12/04/2019 16:36
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000IZuFv,Aldo Leopold Nature Center,360G-quixote-0064000000DRXQdAAP,300 Femrite Dr.,Monona,WI,53716,United States," 10,000.00 ",USD,01/08/2002,2002,Educational Program - Growing Knee-High Naturalists,Environmental Protection,Wisconsin,Aldo Leopold Nature Center 2002 Grant,,http://www.naturenet.com,,12/04/2019 16:36
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000IZuFv,Aldo Leopold Nature Center,360G-quixote-0064000000CWCm2AAH,300 Femrite Dr.,Monona,WI,53716,United States," 25,000.00 ",USD,22/04/2008,2008,Project Support - Acorn to Oaks Campaign,Environmental Protection,Wisconsin,Aldo Leopold Nature Center 4/22/2008,,http://www.naturenet.com,,12/04/2019 16:36
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000IZuHH,Alliance for Justice,360G-quixote-0064000000brnLPAAY,11 Dupont Circle NW Second Floor,Washington,DC,20036,United States," 25,000.00 ",USD,01/01/2003,2003,"General Operating Support, to ensure our democracy is fair and just","Fair Democracy, Civic Justice",U.S.,Alliance for Justice 2003 Grant,,http://www.allianceforjustice.org,,12/04/2019 16:36
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000IZuHH,Alliance for Justice,360G-quixote-0064000000CWCl2AAH,11 Dupont Circle NW Second Floor,Washington,DC,20036,United States," 60,000.00 ",USD,20/10/2005,2005,"General Operating Support, to ensure our democracy is fair and just","Fair Democracy, Civic Justice",U.S.,Alliance for Justice 10/20/2005,,http://www.allianceforjustice.org,,12/04/2019 16:36
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0013300001oaCTP,Alternate ROOTS,360G-quixote-0063300000krqRwAAI,115 Martin Luther King Jr Dr Suite 200,Atlanta,GA,30303,United States," 100,000.00 ",USD,25/10/2016,2016,General Operating Support - Alternate ROOTS 2016 Grant,"Racial Equity, Arts Organizing",U.S.,Alternate ROOTS 2016 Grant,,https://alternateroots.org/,,12/04/2019 16:36
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000IZuGP,American Civil Liberties Union Foundation of Florida,360G-quixote-0064000000DRcGxAAL,"4500 Biscayne Blvd, Ste 340",Miami,FL,33137,United States," 3,500.00 ",USD,26/05/2004,2004,To support the Election Verification Project,Election Integrity,Florida,ACLU Foundation of Florida 2004 Grant,,http://www.aclufl.org,,12/04/2019 16:36
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000IZuFw,American Farmland Trust,360G-quixote-0064000000DRXgVAAX,"1200 18th Street NW, Suite 800",Washington,DC,20036,United States," 7,500.00 ",USD,01/08/2002,2002,Valley Preservation Project - Black Earth Creek,"Environmental Protection, Sustainable Agriculture",U.S.,American Farmland Trust 2002 Grant,,http://www.farmland.org,,12/04/2019 16:36
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000IZuFT,American Friends Service Committee,360G-quixote-0064000000DRqEbAAL,1501 Cherry Street,Philadelphia,PA,19102-1479,United States," 10,000.00 ",USD,28/12/1999,1999,General operating support,Economic Justice,U.S.,American Friends Service Committee 1999 Grant,,http://www.afsc.org,,12/04/2019 16:36
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000Ipwi1,Art Resources International,360G-quixote-0064000000DS8JKAA1,5813 Nevada Avenue NW,Washington,DC,20015,United States," 133,834.00 ",USD,18/02/2009,2009,Strategic Research & Program Development,"Election Integrity, Media Reform, Civic Engagement",U.S.,Art Resources International 2/18/2009,,,,12/04/2019 16:36
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000Ipwi1,Art Resources International,360G-quixote-0064000000DwZdMAAV,5813 Nevada Avenue NW,Washington,DC,20015,United States," 250,500.00 ",USD,29/01/2010,2010,2010 Media and Civic Engagement Research,"Election Integrity, Media Reform, Civic Engagement",U.S.,Art Resources International 2010 Grant,,,,12/04/2019 16:36
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000Ipwi1,Art Resources International,360G-quixote-0064000000Hk8j3AAB,5813 Nevada Avenue NW,Washington,DC,20015,United States," 250,500.00 ",USD,07/03/2011,2011,Strategic Reserach and Program Development,"Election Integrity, Media Reform, Civic Engagement",U.S.,Art Resources International 2011 Grant,,,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000Ipwi1,Art Resources International,360G-quixote-0064000000L5Tq5AAF,5813 Nevada Avenue NW,Washington,DC,20015,United States," 274,604.16 ",USD,06/02/2012,2012,Strategic Research & Program Development,"Election Integrity, Media Reform",U.S.,Art Resources International 2012 Grant,,,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000Ipwi1,Art Resources International,360G-quixote-0064000000PyYU5AAN,5813 Nevada Avenue NW,Washington,DC,20015,United States," 265,500.00 ",USD,06/02/2014,2013,Strategic Research & Program Development,"Election Integrity, Media Reform",U.S.,Art Resources International 2013 Grant,,,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000Ipwi1,Art Resources International,360G-quixote-0064000000UPFkpAAH,5813 Nevada Avenue NW,Washington,DC,20015,United States," 220,500.00 ",USD,03/02/2014,2014,Philanthropic and Grantee Engagement,"Election Integrity, Media Reform, Philanthropy",U.S.,Art Resources International 2014 Grant,,,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000Ipwi1,Art Resources International,360G-quixote-0064000000bvKOrAAM,5813 Nevada Avenue NW,Washington,DC,20015,United States," 190,500.00 ",USD,21/12/2014,2015,Philanthropic and Grantee Engagement,"Election Integrity, Media Reform, Philanthropy",U.S.,Art Resources International 2015 Grant,,,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000Ipwi1,Art Resources International,360G-quixote-0063300000huHrOAAU,5813 Nevada Avenue NW,Washington,DC,20015,United States," 150,500.00 ",USD,17/02/2016,2016,Philanthropic and Grantee Engagement,"Election Integrity, Media Reform",U.S.,Art Resources International 2016 Grant,,,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000Ipwi1,Art Resources International,360G-quixote-0063300000ktIugAAE,5813 Nevada Avenue NW,Washington,DC,20015,United States," 100,000.00 ",USD,20/12/2016,2017,ARI General Operating Support,Media Reform,U.S.,Art Resources International 2017 Grant,,,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000IZuH2,Arts Wisconsin,360G-quixote-0064000000CWClDAAX,P.O. Box 1054,Madison,WI,53701,United States," 5,000.00 ",USD,19/12/2006,2006,"Project support for ""Project Girl,"" an arts-based program bringing together adolescent girls, artists, health care providers, academics and parents to learn about tools to deconsctruct and analyze messages imbedded in commercial media","Arts for Social Change, Girls","Dane County, WI",Arts Wisconsin 12/19/2006,,http://www.artswisconsin.org,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000IZuH2,Arts Wisconsin,360G-quixote-0064000000CWClSAAX,P.O. Box 1054,Madison,WI,53701,United States," 25,000.00 ",USD,21/07/2007,2007,"Project support for ""Project Girl,"" an arts-based program bringing together adolescent girls, artists, health care providers, academics and parents to learn about tools to deconsctruct and analyze messages imbedded in commercial media","Arts for Social Change, Girls","Dane County, WI",Arts Wisconsin 7/21/2007,,http://www.artswisconsin.org,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000001CzOSC,ArtSpot Productions,360G-quixote-0064000000Z0TmYAAV,609 Saint Ferdinand,New Orleans,LA,70117,United States," 5,000.00 ",USD,07/08/2014,2014,Project Support for the Cry You One Tour,"Environmental Equity, Arts for Social Change","New Orleans, LA",ArtSpot Productions 2014 Grant,,http://www.artspotproductions.org,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000001YugB6,Association of Black Foundation Executives,360G-quixote-0063300000kufPeAAI,"333 Seventh Avenue, 14th Floor",New York,NY,10001,United States," 15,000.00 ",USD,01/02/2017,2017,General operating support,"Racial Equity, Philanthropy, Women's Leadership",U.S.,Association of Black Foundation Executives 2017 Exit Grant,,http://www.abfe.org/,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000IZuFf,Atwood Community Center,360G-quixote-0064000000DRsk0AAD,2425 Atwood Avenue,Madison,WI,53704,United States," 15,000.00 ",USD,01/06/2000,2000,To support Girl Neighborhood Power Activities,"After School Programs, Education, Girls","Madison, WI",Goodman Atwood Community Center (Atwood Community Center) 2000 Grant,,http://www.goodmancenter.org/,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0013300001oZysB,Black Organizing for Leadership & Dignity (BOLD),360G-quixote-0063300000krqW2AAI,BOLD C/O Praxis Project 7731 Alaska Ave. NW,Washington,DC,20012,United States," 100,000.00 ",USD,08/12/2016,2016,General Operating Support - Black Organizing for Leadership & Dignity (BOLD),"Racial Equity, Black Community Organizing",U.S.,Black Organizing for Leadership & Dignity 2016 Grant,The Praxis Project,http://boldorganizing.org/,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0013300001oZyw3,Black Youth Project (BYP) 100,360G-quixote-0063300000ks6FPAAY,4217 S. Halsted Suite #2,Chicago,IL,60609,United States," 100,000.00 ",USD,05/12/2016,2016,General Operating Support - Black Youth Project (BYP) 100 2016 Grant,"Racial Equity, Youth Organizing",U.S.,Black Youth Project 100 2016 Grant,BYP100 Education Fund,http://byp100.org/,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0013300001gJcMr,Blavity,360G-quixote-0063300000hKLWoAAO,7315 Wisconsin Avenue Suite 1000W,Bethesda,MD,20814,United States," 200,000.00 ",USD,08/12/2015,2016,"To support New Media Ventures for Blavity, the leading news outlet for Black Millenials","Media Reform, Racial Justice, Corporate Social Responsibility (CSR)",U.S.,Blavity 2016 Grant,ImpactAssets,http://www.blavity.com,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000IpwhZ,Blue Mountain Center,360G-quixote-0064000000ZBV8mAAH,P.O. Box 109,Blue Mountain Lake,NY,12812,United States," 5,000.00 ",USD,12/08/2014,2014,For the Sexual and Gender Violence Residency,"Reproductive Rights, Arts for Social Change",U.S.,Blue Mountain Center 2014 Grant,,http://www.bluemountaincenter.org,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000OArgy,Bolder Giving,360G-quixote-0064000000GyQJWAA3,"25 Broadway, 9th Fl",New York,NY,10004,United States," 3,000.00 ",USD,16/11/2010,2010,Project Support - COF Family Event,"Philanthropy, Donor Engagement, Economic Justice",U.S.,Bolder Giving 2010 Sponsorship,Zing Foundation,http://www.boldergiving.org,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000OArgy,Bolder Giving,360G-quixote-0064000000Ke2SxAAJ:2012,"25 Broadway, 9th Fl",New York,NY,10004,United States," 5,000.00 ",USD,16/12/2011,2012,Multi-year General Operating Grant,"Philanthropy, Donor Engagement, Economic Justice",U.S.,Bolder Giving 2012-2013 Grant,Zing Foundation,http://www.boldergiving.org,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000OArgy,Bolder Giving,360G-quixote-0064000000btkvnAAA,"25 Broadway, 9th Fl",New York,NY,10004,United States," 5,000.00 ",USD,01/05/2013,2013,Project Support for Philanthropic Field and Donor Engagement,"Philanthropy, Donor Engagement, Economic Justice",U.S.,Bolder Giving 2013 Grant,Zing Foundation,http://www.boldergiving.org,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000OArgy,Bolder Giving,360G-quixote-0064000000Ke2SxAAJ:2013,"25 Broadway, 9th Fl",New York,NY,10004,United States," 5,000.00 ",USD,16/12/2011,2013,Multi-year General Operating Grant,"Philanthropy, Donor Engagement, Economic Justice",U.S.,Bolder Giving 2012-2013 Grant,Zing Foundation,http://www.boldergiving.org,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000OArgy,Bolder Giving,360G-quixote-0064000000S6ivwAAB,"25 Broadway, 9th Fl",New York,NY,10004,United States," 50,000.00 ",USD,11/07/2013,2013,Project Support for Philanthropic Field and Donor Engagement,"Philanthropy, Donor Engagement, Economic Justice",U.S.,Bolder Giving 2013 Grant,Zing Foundation,http://www.boldergiving.org,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000OArgy,Bolder Giving,360G-quixote-0064000000btsblAAA,"25 Broadway, 9th Fl",New York,NY,10004,United States," 10,000.00 ",USD,16/12/2014,2014,General Operating - Exit Grant,"Philanthropy, Donor Engagement, Economic Justice",U.S.,Bolder Giving 2014 Grant,Zing Foundation,http://www.boldergiving.org,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000OArgy,Bolder Giving,360G-quixote-0064000000UByyzAAD,"25 Broadway, 9th Fl",New York,NY,10004,United States," 1,500.00 ",USD,13/01/2014,2014,Bolder Giving 2013 Dinner Sponsorship,"Philanthropy, Donor Engagement, Economic Justice",U.S.,Bolder Giving 2014 Sponsorship,Zing Foundation,http://www.boldergiving.org,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000IZuFV,Boys and Girls Club of Dane County,360G-quixote-0064000000brnM8AAI,1818 W. Beltline Hwy,Madison,WI,53713,United States," 48,885.00 ",USD,01/01/2002,2002,To support Special Project for Boys and Girls of Dane County,"Economic Justice, Youth Education","Dane County, WI",Boys and Girls Club of Dane County 2002 Grant,,http://www.bgcdc.org,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000IZuFV,Boys and Girls Club of Dane County,360G-quixote-0064000000DRtLbAAL,1818 W. Beltline Hwy,Madison,WI,53713,United States," 2,000.00 ",USD,25/06/2004,2004,Capital Campaign for the Allied-Dunn's Marsh Neighborhood,Economic Justice,"Dane County, WI",Boys and Girls Club of Dane County 6/25/2004,,http://www.bgcdc.org,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000IZuGl,Brave New Foundation,360G-quixote-0064000000CWCklAAH,"23852 Pacific Coast Hwy, #766",Malibu,CA,90265,United States," 5,000.00 ",USD,05/10/2005,2005,"Project support for Brave New Film’s ""Wal-Mart: The High Cost of Low Price""","Media Reform, Economic Justice, Progressive Media",U.S.,Brave New Foundation 10/5/2005,Dreamcatchers: Brave New Foundation,http://www.bravenewfilms.org,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000IZuFA,Business Leaders for Sensible Priorities,360G-quixote-0064000000CWCnjAAH,"1333 H Street NW, 10th Floor",Washington,D.C.,20005,United States," 150,000.00 ",USD,15/02/2006,2006,Project Support - Progressive Innovations Project,Economic Justice,U.S.,Business Leaders for Sensible Priorities 2/15/2006,,http://www.sensiblepriorities.org,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000IZuFA,Business Leaders for Sensible Priorities,360G-quixote-0064000000CWClGAAX,"1333 H Street NW, 10th Floor",Washington,D.C.,20005,United States," 100,000.00 ",USD,26/01/2007,2007,Project Support - Progressive Innovations Project,Economic Justice,U.S.,Business Leaders for Sensible Priorities 1/26/2007,,http://www.sensiblepriorities.org,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000IZuGQ,California Voter Foundation,360G-quixote-0064000000DRcVWAA1,P.O. Box 189277,Sacramento,CA,95818,United States," 15,000.00 ",USD,26/05/2004,2004,Project Support - Election Verification Project,Election Integrity,U.S.,California Voter Foundation 2004 Election Verification Project Grant,,http://www.calvoter.org,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000IZuGQ,California Voter Foundation,360G-quixote-0064000000DRcVYAA1,P.O. Box 189277,Sacramento,CA,95818,United States," 50,000.00 ",USD,03/03/2004,2004,"General operating support for CA Voter Foundation's research, oversight, outreach and demonstration projects to improve the election process",Election Integrity,U.S.,California Voter Foundation 2004 General Operating Grant,,http://www.calvoter.org,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000IZuGQ,California Voter Foundation,360G-quixote-0064000000CWCmbAAH,P.O. Box 189277,Sacramento,CA,95818,United States," 30,000.00 ",USD,23/06/2006,2006,General Operating Support,Election Integrity,U.S.,California Voter Foundation 6/23/2006,,http://www.calvoter.org,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000IZuGQ,California Voter Foundation,360G-quixote-0064000000CWCmFAAX,P.O. Box 189277,Sacramento,CA,95818,United States," 10,000.00 ",USD,10/03/2006,2006,Project Support - Election Verification Network Email List Management,Election Integrity,U.S.,California Voter Foundation 3/10/2006,,http://www.calvoter.org,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000IZuGQ,California Voter Foundation,360G-quixote-0064000000DRdyuAAD,P.O. Box 189277,Sacramento,CA,95818,United States," 30,000.00 ",USD,10/08/2007,2007,General Operating,Election Integrity,U.S.,California Voter Foundation 8/10/2007,,http://www.calvoter.org,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000IZuGQ,California Voter Foundation,360G-quixote-0064000000DRe41AAD:2007,P.O. Box 189277,Sacramento,CA,95818,United States," 10,000.00 ",USD,10/08/2007,2007,Multi-Year Project Support - Election Verification Network Email List Management,Election Integrity,U.S.,Election Verification Network's Listserv Management 2007-2008,,http://www.calvoter.org,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000IZuGQ,California Voter Foundation,360G-quixote-0064000000DRe41AAD:2008,P.O. Box 189277,Sacramento,CA,95818,United States," 10,000.00 ",USD,10/08/2007,2008,Multi-Year Project Support - Election Verification Network Email List Management,Election Integrity,U.S.,Election Verification Network's Listserv Management 2007-2008,,http://www.calvoter.org,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000IZuGR,Campaign for Fresh Air and Clean Politics,360G-quixote-0064000000brnSdAAI,2842 N. Calvert St.,Baltimore,MD,21218,United States," 2,500.00 ",USD,01/07/2004,2004,To support the Campaign for Fresh Air and Clean Politics and its environmental protection work,"Environmental Protection, Election Integrity",U.S.,Campaign for Fresh Air & Clean Politics 2004 Grant,,http://www.freshaircleanpolitics.net/,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000IZuFI,Cedar River Clinics,360G-quixote-0064000000CWCkjAAH,1401-A Martin Luther King Way,Tacoma,WA,98405,United States," 15,000.00 ",USD,13/07/2006,2006,General Support and Think Tank Project,Reproductive Rights,Washington State,Cedar River Clinics 7/13/2006,,http://www.cedarriverclinics.org,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000IZuGS,Center for Community Change,360G-quixote-0064000000DReJ6AAL,1536 U Street NW,Washington,DC,20009,United States," 25,000.00 ",USD,16/04/2004,2004,To support the Center for Community Change's Community Voting Project,Election Integrity; Economic Justice,U.S.,Center for Community Change 2004 Grant,,http://www.communitychange.org,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000IZuF0,Center for Democracy in Action,360G-quixote-0064000000DRzH2AAL,6216 South Court,McFarland,WI,53558,United States," 13,630.00 ",USD,01/08/2002,2002,Rusk Zoning Conference,Economic Justice,Wisconsin,Edgewood College: Center for Democracy in Action 2002 Grant,,http://www.cdaction.org/,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000IZuGm,Center for Digital Democracy,360G-quixote-0064000000CWClQAAX,"1718 Connecticut Ave NW, Ste 200",Washington,DC,20009,United States," 25,000.00 ",USD,20/07/2007,2007,"Programmatic grant for research, advocacy and educational activities in support of creating community owned social networks",Media Reform,U.S.,Center for Digital Democracy 7/20/2007,,http://www.democraticmedia.org,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000TJDol,Center for Diversity & the Environment (CDE),360G-quixote-0064000000Fib3JAAR,5431 NE 20th Ave,Portland,OR,97211,United States," 5,000.00 ",USD,29/07/2010,2010,To support the CDE's Seattle Diversity Project,"Environmental Equity, Racial Equity",U.S.,Center for Diversity & the Environment 2010 Grant,Organizing People Activating Leaders,http://www.environmentaldiversity.org,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000TJDol,Center for Diversity & the Environment (CDE),360G-quixote-0064000000PAMQqAAP:2013,5431 NE 20th Ave,Portland,OR,97211,United States," 10,000.00 ",USD,14/12/2012,2013,"General Support for Center for Diversity & the Environment, a non-profit that works with environmental leaders and organizations to diversify their operations",Environmental Equity; Racial Equity,U.S.,Center for Diversity & the Environment 2013-2015 Grant,,http://www.environmentaldiversity.org,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000TJDol,Center for Diversity & the Environment (CDE),360G-quixote-0064000000PAMQqAAP:2014,5431 NE 20th Ave,Portland,OR,97211,United States," 10,000.00 ",USD,14/12/2012,2014,"General Support for Center for Diversity & the Environment, a non-profit that works with environmental leaders and organizations to diversify their operations",Environmental Equity; Racial Equity,U.S.,Center for Diversity & the Environment 2013-2015 Grant,,http://www.environmentaldiversity.org,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000TJDol,Center for Diversity & the Environment (CDE),360G-quixote-0064000000PAMQqAAP:2015,5431 NE 20th Ave,Portland,OR,97211,United States," 10,000.00 ",USD,14/12/2012,2015,"General Support for Center for Diversity & the Environment, a non-profit that works with environmental leaders and organizations to diversify their operations",Environmental Equity; Racial Equity,U.S.,Center for Diversity & the Environment 2013-2015 Grant,,http://www.environmentaldiversity.org,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000TJDol,Center for Diversity & the Environment (CDE),360G-quixote-0063300000hsu4IAAQ,5431 NE 20th Ave,Portland,OR,97211,United States," 50,000.00 ",USD,19/01/2016,2016,"General Support for Center for Diversity & the Environment, a non-profit that works with environmental leaders and organizations to diversify their operations",Environmental Equity,U.S.,Center for Diversity & the Environment 2016 Grant,,http://www.environmentaldiversity.org,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000IZuF4,Center for Ethical Leadership: Sustainability Confluence,360G-quixote-0064000000CWCnfAAH,"1401 E Jefferson St, Ste 505",Seattle,WA,98122,United States," 5,000.00 ",USD,02/06/2006,2006,Event Project Support,Environmental Protection,U.S.,Center for Ethical Leadership 6/2/2006,,http://www.ethicalleadership.org,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000IZuHJ,Center for International Policy,360G-quixote-0064000000brnMXAAY,1717 Massachusetts Ave NW Suite 801,Washington,DC,20036,United States," 5,000.00 ",USD,01/01/2003,2003,Iraq Peace Fund Communication Efforts,Peace and Justice,International,Center for International Policy 2003 Grant,,http://www.ciponline.org,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000IZuGo,Center For Media Justice,360G-quixote-0064000000CWCkkAAH,436 14th Street Suite 500,Oakland,CA,94612,United States," 5,000.00 ",USD,01/01/2005,2005,Project Support - Youth Media Council,"Media Reform, Youth",U.S.,Center for Media Justice 1/1/2005,Movement Strategy Center,http://www.centerformediajustice.org,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000IZuGo,Center For Media Justice,360G-quixote-0064000000CWCmpAAH,436 14th Street Suite 500,Oakland,CA,94612,United States," 5,000.00 ",USD,28/07/2006,2006,General Operating - Youth Media Council,"Media Reform, Youth",U.S.,Center for Media Justice 7/28/2006,Movement Strategy Center,http://www.centerformediajustice.org,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000IZuGo,Center For Media Justice,360G-quixote-0064000000CWClNAAX,436 14th Street Suite 500,Oakland,CA,94612,United States," 20,000.00 ",USD,20/07/2007,2007,Project Support - Youth Media Council,"Media Reform, Youth",U.S.,Center for Media Justice 7/20/2007,Movement Strategy Center,http://www.centerformediajustice.org,,12/04/2019 16:41
US-EIN-39-1916960,Quixote Foundation,360G-quixote-ORG0014000000IZuGo,Center For Media Justice,360G-quixote-0064000000DS8KnAAL,436 14th Street Suite 500,Oakland,CA,94612,United States," 30,000.00 ",USD,11/07/2008,2008,Project Support,Media Reform,U.S.,Center for Media Justice 7/11/2008,Movement Strategy Center,http://www.centerformediajustice.org,,12/04/2019 16:41
